b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
290,331,312.05591397849463,86.51140201627372,-0.17835005054287703,-0.9988589451514369,299,372,341.2881720430108,227.7597092491637,-0.34352925030321324,-0.6326489181227117,408,547,488.9559139784946,682.0077421669735,-0.396008436624614,-0.22880723362041122,461,661,575.4967741935484,1211.5484287648876,-0.546501726766125,0.24380154285330047,324,480,420.6301075268817,683.6843455212567,-0.9933677351531425,1.4608644611701989,456,656,584.4978494623656,821.4106519902311,-1.2600363475641279,2.8376504515877583,406,624,539.9537634408603,754.991401321805,-1.4063753019355847,3.904791890084552,433,628,564.7430107526882,686.9963181591952,-1.8245851281275531,5.130329420813794,1.0,6040_0_1
280,327,307.03440860215056,47.671581189161664,0.21461282875776805,0.3949503675001118,292,362,333.8763440860215,115.13323958007801,-0.2684803562921918,0.8379765224702349,394,523,475.52043010752686,345.7546951861754,-0.6887046480942693,1.6833919528630625,438,620,559.416129032258,574.0602347303725,-1.1919020465293177,3.603609787210785,306,447,410.3741935483871,322.55519983332755,-1.7781455384213025,5.86370868959944,463,609,567.4279569892473,414.9210690186002,-1.5542213315477993,4.6294787812154325,425,567,523.2978494623655,369.9402537125132,-1.246465279326571,3.4811445277427913,452,603,550.0376344086021,399.6207565077492,-1.0712763536442,3.244338954562452,2.0,6040_0_1
287,330,307.4010752688172,45.590311006169195,0.6453817514253588,0.652924109384009,302,370,332.3354838709677,122.89917011007326,0.5274102093710268,0.5285884383707242,411,538,469.7548387096774,442.94951908052366,0.32589534088697397,0.5825891782878201,464,641,549.168817204301,851.1436982765605,0.23631566523910727,0.5749067180388803,332,464,400.2096774193548,498.6976457515886,-0.05590199808741294,0.5256116005592086,452,637,551.505376344086,883.7701540562751,-0.21037175728835947,0.585347678731662,401,577,506.88709677419354,833.3769054481058,-0.4333567091700884,0.6709518908465641,430,600,534.2279569892473,868.9124576084818,-0.5190423367058924,0.6391819818017872,3.0,6040_0_1
286,325,307.81612903225806,20.860665300878505,-0.2606347513341941,2.453832237405111,292,361,332.0870967741935,62.5338483975138,-0.2099900821978041,2.580140109489604,400,526,468.452688172043,247.86266768522054,0.3690325887019729,1.7961462159466501,434,629,545.3913978494624,551.8078914777134,0.3998698801843428,2.0513847173977577,306,459,394.86451612903227,344.31101079898605,0.22342912772254175,2.363957606927375,453,631,539.3688172043011,586.6571536048706,0.7787526900877435,1.04960889453975,410,576,489.65698924731186,553.1125721957939,0.6873801349745975,0.39819444253825376,441,594,513.916129032258,521.0823014688011,0.5445643281940035,-0.025922978479914427,4.0,6040_0_1
287,322,303.39784946236557,33.759737027906056,0.07982456315185783,-0.16015226501313506,297,360,326.0849462365591,81.19945021239164,-0.1033991481274761,0.49811395862015884,406,519,459.3806451612903,262.246772457377,-0.2001502803181187,1.0410485171412427,464,618,536.405376344086,459.35648344271215,-0.32560291918334927,1.217202188523733,335,445,392.08924731182793,286.6712513165966,-0.49773710271440497,0.8100846303376854,458,610,538.889247311828,583.441972522194,-0.5398536307712277,0.45629423642330424,407,560,494.52258064516127,699.0032570575368,-0.3294485392715842,-0.14280082121286197,428,590,521.1516129032258,810.01896940866,-0.15852457129124384,-0.4323119197260237,5.0,6040_0_1
286,317,303.0397849462366,17.282591988147733,-0.5962367555950165,1.2076581881041148,290,347,327.31505376344086,44.991054087526194,-1.1995439147947666,3.801921729651877,393,504,464.4301075268817,153.56292463858696,-1.3410283901304556,4.628002923573483,450,603,545.2935483870967,295.40243411229557,-1.3884772292726544,5.063786506743526,313,441,399.8989247311828,196.32131208259543,-1.6163861859030386,5.98512360352016,453,597,551.6290322580645,329.77073856731135,-1.0367794230032548,3.524598762886132,411,557,507.5451612903226,356.57546095350534,-0.5561739282737909,1.6331915995456274,445,596,533.5430107526881,416.7607960924569,-0.19123224681724604,1.0333619953469801,6.0,6040_0_1
286,320,300.047311827957,16.6780605808072,0.2624990144766505,1.6052115820763921,291,353,323.47956989247314,48.55986203224649,-0.3688667063485121,2.4763617732982643,390,512,458.88494623655913,216.83604870539486,-0.7938805958715205,2.9629437938385284,438,611,539.5645161290323,469.1459946525921,-0.8255664082402314,2.4665767428898837,315,449,397.15806451612906,346.49490260078477,-0.8966925621496631,2.2676688895361714,434,638,550.941935483871,681.9384978645093,-0.794328170509054,2.1734687092423464,383,591,508.1956989247312,715.5440073150688,-0.8768708410057936,2.5035306631446765,413,634,535.1817204301075,722.4631746472679,-0.8281498449826905,2.48547409802256,7.0,6040_0_1
285,316,297.5548387096774,19.043814021320184,0.548224501291086,1.497741792529994,291,350,319.1516129032258,63.7369457272822,-0.05658412900037943,1.1907120347292661,393,506,451.64408602150536,295.37480352327043,-0.11150881146666897,1.0953193569650628,444,620,530.258064516129,656.2734817181152,-0.08172516206108613,1.063590795235556,315,466,391.14408602150536,506.12130513790987,-0.08273921037945423,0.7964034477488555,445,654,548.9279569892473,1039.1325867796336,-0.24839925295608903,0.7319674333799404,407,613,512.7720430107527,1112.5464726784494,-0.3665158111061969,0.19963742495959957,429,640,542.389247311828,1221.1335763973286,-0.4370491201671264,0.059956876399955394,8.0,6040_0_1
284,316,302.09247311827954,37.39725221940577,-0.4031313715802645,-0.7180072403602482,293,344,324.26021505376343,115.7427642163501,-0.5078437336463467,-0.5850109952624685,392,492,457.4129032258065,428.005861314629,-0.75494859374822,-0.11394214162483829,436,586,534.078494623656,857.7451774945889,-0.8053577582727531,-0.006975792364418698,313,437,391.3322580645161,573.0380325705754,-0.8212722135843983,0.01356662640517392,427,603,548.4731182795699,1088.413162494068,-1.0053520379949037,0.8445453526288866,380,582,510.8698924731183,1228.8000613447227,-0.8660282323204281,0.7598366019385225,410,608,538.9365591397849,1322.8431183953146,-0.9250302786204826,0.8443719097051741,9.0,6040_0_1
284,318,305.6225806451613,29.628122504253625,-1.0070253356210155,0.9855806177416797,296,350,329.7548387096774,92.46512726136322,-1.1764586881781245,1.039585158929322,399,513,465.7408602150538,345.0727097005683,-1.190108301117674,1.2943903270797703,450,616,542.8924731182796,700.477123048254,-1.168844188454164,1.1920718463956543,317,450,395.0956989247312,488.6743625357362,-1.1413751631090376,1.0331021874929283,433,623,548.7602150537634,785.1232809009572,-1.025663450482321,1.521193205992259,391,572,504.905376344086,799.2569140132181,-0.7827185532514865,1.2057763053963377,405,601,530.5870967741936,822.2297579777075,-0.7051633582159619,1.223629222983032,10.0,6040_0_1
289,323,305.4741935483871,40.83517830480224,-0.4211705564988105,-0.3233373945146729,300,360,328.27096774193546,126.03844577936736,-0.4846036424108686,-0.4747730970403543,403,519,462.0236559139785,500.5290415176454,-0.5457565222309353,-0.33568248463048045,456,622,539.0408602150537,1012.0026343507297,-0.5099723934600823,-0.4060136797833125,323,452,392.5451612903226,642.6766450223967,-0.6235448784967392,-0.35958038585281793,440,619,543.2225806451613,1127.7469599638875,-0.8018064267057413,0.13901563974450015,388,565,500.5451612903226,1166.3171186499528,-0.8854692821624085,0.32647704789365495,418,594,525.983870967742,1247.5379527066912,-0.866089463736094,0.21292185885360304,11.0,6040_0_1
288,316,304.9537634408602,31.523155896616778,-0.7733459063522959,0.006490257776528452,297,358,328.9182795698925,108.32700672477054,-0.8241391049252575,0.19020676453980645,401,539,465.94408602150537,447.89138048774834,-0.705515207055479,0.4075782794028755,457,663,546.3623655913979,964.4982591988148,-0.6637986272268229,0.4208731967445334,325,486,398.93225806451613,639.6218861766033,-0.7214172821262654,0.4727150860361151,446,674,550.9612903225807,1158.2180909059343,-0.6291043486230407,0.569726480560441,398,628,508.1516129032258,1188.455998472169,-0.6997129518268531,0.7093781329880766,416,655,535.2172043010753,1318.8957209162356,-0.7553484542368502,0.6833910506043517,12.0,6040_0_1
288,321,306.9010752688172,24.700644698311287,-0.5851431300372568,0.7036662158567344,298,352,332.2064516129032,69.26841904232786,-1.1157420410177774,2.2067346707528435,407,513,472.3827956989247,266.93619454379206,-1.2213304911372378,2.6692530050973744,463,622,556.6903225806452,545.1741796590159,-1.2882443730823385,3.0143675193925645,329,455,408.10537634408604,329.1643413544451,-1.5027673119281335,3.646501950928055,455,625,563.4430107526882,607.5516464692062,-1.585865862445038,3.9636859880509165,405,580,519.2602150537634,615.899922451011,-1.603183633651448,3.958512315228427,430,610,546.4354838709677,676.8123025105039,-1.599599842518001,3.7252786371113817,13.0,6040_0_1
282,316,301.68602150537635,28.848566501151655,0.18193553038548277,0.19459040013424556,290,348,323.68172043010753,83.2764146903249,-0.2187099564406229,0.5322573172843872,395,500,455.96666666666664,322.4671331180481,-0.4604172175832578,0.5220297278902266,432,598,534.9924731182796,653.841708624142,-0.7595732642714653,0.9081443584206372,303,439,393.81290322580645,422.535463036911,-1.0967883725703516,1.3287728297906929,436,597,550.341935483871,877.069176013056,-1.3214616259619227,1.5210753237540526,390,567,513.7322580645161,1115.3501961873678,-1.218904853530106,1.2109088672926918,413,611,546.5731182795699,1306.9704283713554,-1.11448947678411,1.0906953490014484,14.0,6040_0_1
285,319,303.1655913978495,26.34714631295068,-0.039352988116634,0.8314565082700862,294,350,328.39677419354837,75.52916073474775,-0.7765534960027749,1.7276259395112783,393,515,468.73333333333335,283.2248295658414,-1.1642714019411238,2.8093987332543184,434,613,554.0096774193548,575.8588944060557,-1.5230630111225134,4.036893219752416,306,448,408.1688172043011,358.6291665219857,-2.0698335160136567,5.889258361744927,427,618,566.4763440860215,565.468223433684,-2.3478250211964933,7.457206823869194,370,570,525.5043010752688,527.2707026864358,-2.6688475323116303,9.64942006010198,406,598,554.5731182795699,600.4558966167807,-2.6296437072129315,8.884943715412055,15.0,6040_0_1
286,318,298.8032258064516,15.133466439806938,0.10854648132886825,1.6117260832428721,291,347,323.36021505376345,63.73555216037594,-0.5611355925458137,1.307910821115474,388,511,462.5376344086022,346.0529416530667,-0.7693919597506577,1.1335030423699006,440,611,549.2935483870967,803.9600229174624,-0.9316015987696876,1.218744553764541,311,461,407.2096774193548,584.9430709399631,-1.0491690792486608,1.4952961840663823,428,638,566.894623655914,1154.0857622371147,-1.1207519253961533,1.7761818855688816,392,596,526.3494623655914,1105.5085303887868,-1.3866599487234037,2.4841690949331054,406,621,554.9602150537635,1156.1351215898699,-1.5079853897512483,2.7537564597801314,16.0,6040_0_1
286,317,299.4698924731183,24.910287394238228,0.45383729334356737,0.4141878722996619,298,348,323.3709677419355,64.77827355116496,0.0907436571385997,0.49148817653883903,407,515,460.7204301075269,256.56115374376424,-0.19609327495411938,0.9393545084221739,459,621,544.4989247311828,523.0489762376009,-0.22092385294302858,1.2026097512104066,331,454,401.3827956989247,319.5454518096693,-0.5119521416622397,1.160043110580923,463,628,556.652688172043,582.5024954570181,-0.44006190893848907,1.2616181807149873,415,592,512.4344086021505,553.907964396912,-0.4782646158440666,1.3993631236188655,436,622,539.552688172043,558.7943146174058,-0.4710471203859181,1.5511826206427335,17.0,6040_0_1
289,326,310.4537634408602,44.560292602752405,-0.19217939095517675,-0.332542564730232,305,363,338.1741935483871,113.93733115733184,-0.138895856036224,-0.30438198077396006,417,534,484.0279569892473,392.7354931305485,0.02660868173954009,-0.24967296867260513,475,654,570.5215053763441,788.6502366980335,0.108254372630521,-0.17280620683285575,343,473,414.76989247311826,442.0201905158744,0.15128576652101142,-0.12359158908865364,476,655,569.1817204301075,712.6095686192808,0.049927124522917886,0.11874076207518636,422,587,518.7376344086022,609.0441149576952,-0.2703575619628919,0.2356170451583144,464,601,540.8913978494624,533.7869011655497,-0.30253023015768143,-0.08235466471196329,18.0,6040_0_1
290,331,306.01505376344085,37.20321770431843,0.8561746312870844,1.257836361486918,301,375,330.741935483871,107.93333101843814,0.8669240006506393,1.707031159272928,409,552,469.18494623655914,427.81075268817204,0.7640312257308235,1.7773728256387429,462,666,550.5677419354839,889.5696795027604,0.6494924881400223,1.5419508488277378,331,490,401.8344086021505,560.4849288748452,0.48733739335416987,1.2560962763874368,442,657,552.1301075268817,1110.1972626364343,0.1796753379611021,0.6768631979972981,389,608,505.51935483870966,1169.0658252022643,-0.08634503581033089,0.24263319867669164,415,618,529.1989247311828,1140.5018287672024,-0.22569360574902617,0.04515517534945035,19.0,6040_0_1
