b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
279,302,294.0516129032258,13.949970485086286,-1.0593546143897883,1.8281328892292175,280,319,305.69139784946236,40.80347813002766,-1.1445854204857095,1.663880757869057,366,441,411.01182795698924,153.15486533097214,-1.0223364134458799,1.6537258116090188,397,507,461.34193548387094,318.2166464113337,-0.8744385302541438,1.479703247635955,279,367,327.1795698924731,217.75781682234336,-0.6160372479964153,1.0080411330287449,367,509,444.3827956989247,509.3818350174196,-0.32032910955455624,1.013828183917128,306,487,394.805376344086,642.7726298366842,-0.09677378356674127,1.1512270513474272,328,490,416.9129032258065,657.1452585159205,-0.2351339482357353,1.0380485762226481,1.0,6040_2_1
282,305,294.2075268817204,11.867542854497263,-0.6027234795282729,0.7968238366167313,281,322,305.5795698924731,38.19226246281699,-0.5865545903714785,0.930207774831469,367,450,411.1537634408602,142.25943146174058,-0.35900044971199424,1.0757787802371697,398,531,461.38494623655913,299.724638586988,-0.20874420213837214,1.1669664833506292,281,385,327.26021505376343,200.69217218190445,-0.0027593458411771113,1.139304851274014,374,529,443.8483870967742,467.1513698392305,0.005935908593059235,1.0642837233425864,315,483,393.59247311827954,587.6346042107945,-0.015002061218401627,0.6785323027752876,341,499,415.458064516129,669.6887669710753,-0.07983195315375365,0.36652187007507075,2.0,6040_2_1
282,302,294.16021505376347,11.658910610322119,-0.7813389424142801,0.9071635893137238,283,319,305.3483870967742,34.42962602868156,-0.6892883908145233,0.5587547523186136,366,438,410.9967741935484,133.70827806521058,-0.484187225546205,0.4123097559845701,407,510,461.5268817204301,284.74039607856747,-0.28735148345751355,0.012386926944558674,281,362,326.89032258064515,186.0934476891559,-0.28295800585898684,0.0667678571634287,373,494,442.7763440860215,380.2384064261491,-0.15353989082131647,0.00025141085560109744,324,459,392.48602150537636,445.1758000856512,-0.08653264999860802,0.1187130196361843,335,474,414.4720430107527,463.24195168813725,-0.25118027427876677,0.20563387529956278,3.0,6040_2_1
280,304,294.39032258064515,12.733383103579987,-1.0985375261991133,1.6406193169280838,280,321,307.0440860215054,33.325287915089646,-1.086552054278907,1.8541459841828773,374,443,415.6634408602151,121.15571258261282,-0.7458386965102091,0.9747907388795487,409,511,468.6,256.09171151776104,-0.6448931324943719,0.8078208615185982,279,374,332.7258064516129,176.80417722837598,-0.6354901600066577,1.4009258580138093,392,509,451.2903225806452,333.88763498732595,-0.07406207633670353,0.316056723505481,339,492,400.194623655914,403.9889915159091,0.2537251937836978,0.9915899891937245,353,501,421.4548387096774,415.18256536685305,0.15573706367289086,0.8117225654431306,4.0,6040_2_1
279,302,293.46666666666664,19.637746681019017,-1.2789283896347816,1.4526450780787217,278,323,304.89032258064515,55.29043369561444,-1.2129810089861293,1.7890728958390554,360,454,412.2075268817204,184.53707999120343,-0.8426357358841687,1.317835440212085,397,531,463.98279569892475,396.3829114436844,-0.7433390582396976,1.138185078920766,273,388,328.88709677419354,266.89897218653425,-0.7410101313273162,1.421085613683652,367,529,448.18602150537635,408.68333506950466,-0.08957566695867397,0.9703848950555587,325,480,398.27096774193546,457.34953296989477,0.07701107446759349,0.6601714872377049,342,501,420.0301075268817,476.19284928874845,-0.06783586443078927,0.6341223748851137,5.0,6040_2_1
282,307,294.994623655914,10.151747167147011,0.17791027932370593,0.4602207298733463,284,328,307.05806451612904,29.189305184207786,0.3697177631415175,0.5041739163501817,382,450,414.7752688172043,127.50272463164231,0.40808218222272036,-0.0060182391612517705,422,518,466.8,262.2247578040905,0.4334612919344689,-0.0006581154248204157,296,372,331.14623655913977,163.45114297950158,0.3567460978572069,-0.0749916882432271,399,511,446.2784946236559,358.06767480352323,0.30300194256227686,-0.21787681572152717,348,462,394.7559139784946,430.9554278505041,0.24142486042708328,-0.3923322569383525,369,479,417.2548387096774,443.966203687628,0.26115038359039827,-0.2582974002198939,6.0,6040_2_1
278,305,294.4505376344086,20.68054330590183,-0.9070027836204344,1.0369093730434162,279,326,306.6559139784946,59.79321041239858,-0.922579199913224,1.13776459803064,363,451,415.5397849462366,225.67387293540284,-0.7208323042566067,0.7766360448029728,397,519,468.76344086021504,437.7502228086624,-0.7133710522737821,0.7749474819437232,273,372,332.1978494623656,292.9941826683797,-0.8673552921528928,0.9391399052206246,366,507,451.9763440860215,440.02527402571855,-0.6023289462793745,1.1091973831916668,307,474,403.47741935483873,527.4036876280426,-0.4536589092562838,1.2735881196866714,329,490,427.4731182795699,533.7802238503651,-0.6430019321054533,1.3193532970908448,7.0,6040_2_1
274,301,291.13978494623655,25.40562751021448,-0.8685890550518228,0.4068582979273905,274,319,300.5956989247312,73.27877588342187,-0.8159208095544292,0.4195896313291039,354,439,403.60215053763443,255.77265414308366,-0.7469617790092484,0.5299610994389607,380,510,450.8247311827957,507.8368473442364,-0.6557153474117443,0.4143682268758413,263,360,317.30752688172043,332.69326944222604,-0.6899416023854876,0.24360140119838336,349,493,433.01290322580644,582.6220077086009,-0.6229378572461001,0.7824818532589592,290,469,383.5978494623656,761.2568306769911,-0.18109300667690664,0.7583756600391651,309,487,404.7193548387097,792.6089898954824,-0.4418418383378181,0.5946690066186773,8.0,6040_2_1
278,304,293.47741935483873,18.714774818570092,-0.8590704644757977,0.6697930995811268,277,321,305.210752688172,58.523888560945394,-0.8007513689610054,0.48016963940069823,363,452,413.19032258064516,240.67310323275117,-0.5722937215775902,0.1584591056949356,396,520,465.21612903225804,507.155606097434,-0.4190511627346022,-0.05023314634393472,271,376,330.11290322580646,330.92695926941906,-0.5047650830491219,0.06639045079489891,376,507,447.5698924731183,567.8105026794913,-0.35027654076796694,-0.05317275658304288,324,470,398.0032258064516,628.2507969026702,-0.3276163416543556,-0.016878974233692112,340,481,419.8290322580645,677.3819334004653,-0.4528129850332139,0.020606488873629925,9.0,6040_2_1
276,303,293.68279569892474,14.115634802134332,-0.7612336902037672,1.3638559283233018,280,324,306.2032258064516,47.84563005659919,-0.43562434764395264,0.8611510639500595,363,457,415.8333333333333,230.10674560459276,0.06601336684328575,0.28368210480075673,401,540,470.1709677419355,490.70378485364074,0.25493411637737545,0.17967518558017082,280,397,334.6978494623656,337.82572195793836,0.33039751227509234,-0.03754939457214057,392,538,454.9129032258065,745.4789506580089,0.5341083157287038,-0.2989292674699593,332,503,407.0301075268817,895.0841302360033,0.5414959900054768,-0.3232667922862378,359,535,430.4129032258065,934.9509635751241,0.5084773548103233,-0.23303930701436792,10.0,6040_2_1
