b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
309,334,328.3451612903226,7.533049758672178,-2.311780997825217,11.936673657676296,451,526,514.4118279569892,58.642916999432856,-4.629477895813679,30.44139469812235,588,770,743.4086021505376,330.84685810849913,-4.786091156028998,32.84852106287709,423,638,611.0354838709677,401.151592069169,-5.033496688331891,37.32733786318687,394,667,635.9634408602151,682.4399967591467,-5.819116436247984,44.550949355137476,487,669,641.7354838709678,305.32069863536924,-4.047530808349243,25.99026367899137,704,900,866.0193548387097,318.0168478072155,-3.2383322716540373,19.181276470421345,498,642,615.1354838709677,139.35083857078368,-3.5676047268396593,24.868285936314066,1.0,6030_3_4
306,334,326.21612903225804,32.02751137192264,-1.5253499450708263,1.6116344109062934,448,533,506.9935483870968,351.8750928851696,-1.8086732558726533,2.109459634453449,576,792,725.2591397849462,2291.8757236941096,-1.8539043489916043,2.2461478473949335,417,664,588.5537634408602,3237.5498512679837,-1.9065030060010186,2.341903003431521,393,705,606.6236559139785,5264.962626017108,-1.9510608974850367,2.4266131337770487,398,709,623.9290322580645,2484.1521163929306,-2.216017736737952,4.822893061404582,519,986,855.9870967741936,3100.4820722941768,-3.020651801098984,12.081444643427083,347,697,607.0311827956989,1769.3434829913078,-3.2571933412218024,13.298881228744712,2.0,6030_3_4
307,335,325.2258064516129,17.67123858467308,-1.3393194405532192,3.089350497800118,450,535,506.4612903225806,162.37578735372756,-2.076474076956038,5.8566954088035725,585,799,729.668817204301,1078.7448823454517,-1.9952736294726154,5.519530947575973,424,680,595.6806451612903,1522.2994097017258,-2.0935596492084683,5.936896113483741,390,712,620.3118279569892,2243.8488373438895,-2.4603916452327295,7.864816359937526,420,714,633.4021505376344,1420.1760987071311,-2.1994875643001985,7.505464338506149,545,954,866.0344086021505,2040.810440177321,-2.542214828625272,11.62267636967422,382,677,617.0430107526881,1044.1423892033288,-2.925154551856874,14.341772051170231,3.0,6030_3_4
309,336,327.3376344086021,24.086095582022523,-1.3725109252905299,1.8795491136420424,448,534,511.13763440860214,236.85509450559627,-1.9204367757975986,3.6411836128229957,583,789,735.2010752688172,1478.083314235448,-2.0751369843878065,3.9303137337088376,415,672,597.9688172043011,1942.1163570494346,-2.2164810051207953,4.657042668214143,391,705,619.3548387096774,2914.3992499739575,-2.3552971864613848,5.260100855172933,426,721,630.8645161290323,1656.0268342650788,-2.2693532284530358,5.709134150809872,609,958,861.0247311827957,1648.0887310901996,-2.7933917320028847,11.500714012906982,413,679,611.6903225806452,862.9825757838813,-3.126024372499965,13.703136521917319,4.0,6030_3_4
306,338,328.14516129032256,49.79698947880135,-1.3812486367518018,0.8390166626516056,446,534,511.96774193548384,464.3627903746658,-1.5816271152691714,1.2111040748010646,570,779,729.2612903225806,2633.3406958574956,-1.6421822923888727,1.336759800446976,415,634,584.847311827957,3127.625746264338,-1.7390542383113288,1.6391046389062627,385,663,602.1118279569893,4621.432045094158,-1.8231219462714066,1.9238948539659946,427,664,617.605376344086,1977.2143951757585,-1.9365734320762507,2.6628038668375256,629,903,850.2010752688172,1114.845424030927,-2.461755245776204,7.755744327524184,459,661,606.4118279569892,458.35874046552544,-2.3615702593761085,8.291769305605035,5.0,6030_3_4
306,335,326.01935483870966,33.53245598805515,-1.1144981879875548,0.4840453058992762,446,529,506.6204301075269,351.8740708589419,-1.4369039172965619,1.1000601322717003,569,764,718.5204301075269,1995.3435003530215,-1.5312417450342939,1.2937955706153454,411,626,574.505376344086,2534.4698311283955,-1.6307393585945487,1.5053065275241702,383,660,590.578494623656,3833.9663830920053,-1.7662447058601585,1.9839007000999196,404,673,604.3752688172043,1811.011874254893,-1.9260869821981204,3.649694252650944,521,980,828.7774193548387,2027.576884614049,-3.223042620458345,14.923772826731565,369,686,589.8139784946237,1121.839416877901,-3.268143602836109,15.274397292578808,6.0,6030_3_4
303,330,317.81182795698925,42.7923249649872,-0.17490731230857567,-1.3236607920127663,440,517,481.1795698924731,505.1765466393509,-0.25395927098044213,-1.5433980431852776,555,743,661.6537634408602,3015.6065789321387,-0.24182723470289627,-1.5118639828590248,396,629,515.7354838709678,4408.065585610611,-0.21631465222874982,-1.5519521253685846,375,661,517.6795698924731,7547.238441149577,-0.25670214902273464,-1.591814650254158,382,666,563.3075268817204,3241.311138118221,-0.8031687297838541,-0.08931219737584772,508,966,797.6956989247312,5370.674793106242,-1.5888307300055178,2.9274453083083607,329,718,568.5634408602151,3112.724173293054,-1.5218195066817821,2.8982451544441465,7.0,6030_3_4
302,335,317.6290322580645,41.236831139970135,0.27929392287780963,-0.7874669586738179,435,524,481.40645161290325,455.21029202402866,0.15556603784149525,-1.1119810959475498,545,780,657.3333333333334,3050.0997488338717,0.3307460872888713,-1.024516023843167,381,656,509.53440860215056,4116.408394967418,0.37561358105711407,-0.9778504810340678,372,685,518.7258064516129,6588.929042675092,0.1829194789103903,-1.1567208055345024,370,687,559.1064516129032,3790.060776415848,0.03427798583911652,-0.654354375110886,531,970,803.578494623656,4763.6735951479795,-0.7050969167391505,0.8477744336952595,361,706,581.4709677419355,2433.582041043092,-1.0568489617142995,1.9197242050398193,8.0,6030_3_4
310,362,326.73763440860216,33.95046587265761,1.629875393399536,7.224066002063342,459,575,507.76021505376343,216.0942173918076,-0.02942834788743791,2.5746706469720104,601,820,721.9451612903226,1300.297312406681,-0.8520392976406972,0.4568138948617344,437,668,580.8397849462366,1815.729954743799,-0.7146962457173767,0.05129510535609372,419,709,598.016129032258,2643.236553352547,-0.8687084481745517,0.2906750019931077,450,683,604.8483870967742,2493.220261120178,-0.9237879064845017,0.24840620776302735,585,921,817.1225806451613,5216.564075141498,-1.264174822542358,1.0016723165747896,375,663,576.921505376344,3290.8388265796266,-1.3546625690129446,1.0949174324909015,9.0,6030_3_4
310,359,325.06129032258065,37.11249348935727,1.4255979875490907,7.085468532688894,462,578,502.7763440860215,216.47306735187567,0.3864998608084322,3.5820070045375747,606,801,707.8795698924731,1135.8842969084574,-0.7337911398209708,0.07080196555929907,448,650,565.0698924731183,1560.652806231698,-0.6104356164490885,-0.2332417644412903,404,673,580.1516129032258,2146.3849543386923,-0.7605753512776625,0.04246352814551102,436,670,587.5462365591397,2119.563521881547,-0.8614346588892101,0.1839726746518977,546,929,794.7763440860215,4244.12215238955,-1.2121452472623195,1.627959113124108,356,659,562.7817204301075,2545.6799668969993,-1.5119717757518383,2.9398909828829902,10.0,6030_3_4
