b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
307,329,321.5462365591398,11.78311283956619,-1.0306840152116346,1.6802374539605536,448,515,493.7236559139785,93.37134506985198,-1.8123773644642358,4.352350920921533,580,759,696.4774193548387,569.7007812771277,-1.7809149268720428,4.599011171946635,445,648,577.4559139784947,890.9781404446912,-1.6586533219065647,3.985933943483518,435,713,613.5419354838709,1410.6037292961562,-1.7854432157303943,5.083300390135177,451,748,629.1903225806452,1097.1467307892635,-1.314690754161897,5.245565219257376,624,1061,866.5172043010753,2175.1541708624145,-0.28188790846694317,6.024160191120517,432,793,625.1096774193549,1355.288280843085,0.21785439106194862,5.944798953649329,1.0,6030_4_1
304,329,322.4688172043011,11.327874810467954,-1.4105249833709246,3.091901576442787,446,524,494.7537634408602,113.66911929812376,-2.0819991689612993,4.850880866400531,572,773,700.1032258064516,947.7159206916907,-1.925068576103248,3.6509974900707967,427,642,584.9634408602151,1752.4895123673277,-1.6327760403900824,2.406816123696398,421,706,618.2946236559139,2801.684901096103,-1.8000456869535701,2.975918283967241,430,736,630.8440860215054,2201.668883178814,-1.7790677501969776,3.350905637265778,580,1018,858.9064516129032,3385.951411507344,-2.066652614195173,5.4685338252571345,407,747,615.3752688172043,1668.1765674734077,-2.207397338433989,6.840800029050758,2.0,6030_4_1
303,336,322.01720430107525,13.642330173501396,-0.8654346245649618,3.066830808730515,435,531,491.152688172043,146.31250622128084,-1.3080032250530402,3.2651553351762983,542,751,688.5569892473118,943.4827551882589,-1.7018578397494857,3.0277193432470924,408,632,567.8430107526882,1696.644864983738,-1.5740184627553666,1.6961449029377276,402,677,594.516129032258,3118.361957012396,-1.6942350240174058,1.8329780641460731,400,724,612.7440860215054,1621.077602231559,-1.9142728151684303,4.914057826583716,524,1026,841.2451612903226,2504.824653633807,-1.665581807436474,8.654711360647912,366,745,601.6172043010753,1412.6046552542332,-1.526920756693617,8.67572939788606,3.0,6030_4_1
309,330,324.63655913978494,7.55345208745674,-2.586028986361477,9.971095752216286,446,518,499.13870967741934,61.831115663738316,-3.963008445985609,20.05248795134069,582,750,710.0989247311828,346.68772758313366,-3.9251036322148463,20.412510047321586,439,657,595.9397849462366,587.4603099644663,-3.790428085452115,19.85144542089834,426,702,628.1096774193549,846.0654606062711,-4.059241734337232,22.512455178239247,431,703,634.1591397849462,695.78519624524,-3.357505485114731,18.78809773979963,567,959,856.3978494623656,1211.7295970924918,-3.293138610976563,20.201919143786093,399,713,610.4032258064516,762.0342199381922,-3.2161006146732647,19.588910276484373,4.0,6030_4_1
309,331,322.8763440860215,12.795241732930542,-0.9638787118409148,0.9206936913147628,461,516,496.5010752688172,65.15231315902173,-1.4487693456340915,2.5325906238080744,604,752,704.7806451612903,411.75807493315745,-1.4292307132207596,3.3303739379535537,457,652,587.483870967742,807.2058752040001,-1.3362387135615628,2.7301968955944833,438,696,619.263440860215,1165.3266490734632,-1.6155037507934844,4.230368438360568,503,703,631.3193548387097,688.9732525434911,-1.0885829492545585,3.515326030171292,721,947,860.1709677419354,851.4443661238238,-0.24905301767914118,2.293857424384675,515,679,615.6881720430108,477.547437989745,-0.12494400244250398,1.9729152189021084,5.0,6030_4_1
307,329,321.91182795698927,16.304380939152978,-1.1439775276911033,0.9109165110110475,446,510,491.6537634408602,177.82616989015824,-1.716595370583543,2.166553052165031,575,724,689.0333333333333,1185.4531395766055,-1.6774254381843254,1.8203310979106586,432,616,565.189247311828,1992.915707721333,-1.5335837710865703,1.272320658683694,416,648,591.3655913978495,3300.9706124055238,-1.6714051478256793,1.6747778948284333,447,659,609.8881720430107,1844.2501290554067,-1.8342233992482004,2.565317316546005,598,937,838.8505376344086,2691.4254302811437,-2.160455055908639,5.173621445303533,421,692,600.1505376344086,1635.331458268227,-2.0426022382627105,4.813931671639305,6.0,6030_4_1
305,332,321.8258064516129,26.477697142261885,-0.6282892089304734,-0.36677671256479316,439,513,490.1763440860215,266.14540319687023,-0.8151928806793005,-0.23348311288640344,559,737,686.0849462365592,1673.1176418162668,-0.7879411020203771,-0.3792218943163772,409,628,561.3795698924731,2773.473640288436,-0.8169556824464057,-0.34544687431536536,392,668,587.2032258064517,4524.497944373068,-1.0301993620897378,0.10967160555568345,434,672,611.6139784946237,2130.383657997384,-0.9476294136013947,0.4273304790280599,629,950,850.2838709677419,1991.1270808014167,-1.4800135539950727,2.937447609884342,434,671,609.8247311827957,1032.7884081623206,-1.8298484825734076,3.9626297072442282,7.0,6030_4_1
319,333,326.2010752688172,3.8335833420141903,-0.3832359825709621,0.9047362973545252,479,517,505.02043010752686,15.755233399307844,-1.3669024358643151,4.587264942648703,644,751,719.6268817204301,102.86063289234579,-2.0886813029574522,9.37501813546116,510,641,599.2086021505377,161.11036725812235,-1.7476947236620817,7.1376511920001775,519,684,633.6451612903226,210.54779679849995,-1.8823333218101754,9.500012694274055,554,690,640.7268817204301,180.6659073810433,-1.0421920049590376,5.504123493765208,758,938,868.447311827957,307.8406009467921,-0.6871328318960364,5.588781423314975,545,672,621.1494623655914,158.24566709492228,-0.6166348752755186,5.4699302563528605,8.0,6030_4_1
315,334,326.88602150537633,6.159223121173189,-0.9838793039607593,2.962429869325108,479,524,506.3827956989247,30.057830711714526,-1.1437678675763479,4.984515292069658,655,763,724.4709677419355,166.6843015382479,-0.6972476841445442,4.5800927880480735,530,650,604.189247311828,276.98459900228016,-0.6076351878299464,3.6178500085054965,539,694,637.7924731182795,387.17217148743583,-0.5652433408203928,4.462388339374097,568,712,645.0376344086021,338.65843142701715,0.24914201114612586,2.8608804637600507,770,977,873.3548387096774,653.8674953991458,0.6024650784190391,2.4368953688217934,561,702,623.9967741935484,363.12700788221815,0.6827934692253073,1.5947871776045623,9.0,6030_4_1
315,332,326.30967741935484,4.028862113267821,-0.5810465287731038,1.4011028636190215,465,515,504.3043010752688,19.6543410072109,-2.286955772138422,12.824072264325665,636,741,720.0978494623656,100.77943562855192,-2.7910420726574663,15.113069432016268,484,626,599.5881720430108,154.37811613829183,-3.184394347386443,18.279146358827855,495,663,631.7645161290322,208.2125177957568,-3.790767203510118,24.002073157736277,532,666,638.1645161290322,118.03210875377619,-2.803827515729465,16.618331256913084,759,901,863.2440860215054,169.36016412606918,-1.9101028932004727,10.562569712468582,522,648,616.1075268817204,105.7494588932486,-1.9134999187207655,13.117976471900548,10.0,6030_4_1
311,333,326.0827956989247,6.592706922694075,-1.7433539908328588,5.8450894985165345,458,520,504.64193548387095,49.05249140595159,-2.504936683310995,10.295829655703532,601,749,718.2548387096774,276.4958054099101,-2.8379604120576043,11.63637565063653,460,621,594.0634408602151,377.2112561778765,-2.950613500123206,11.818329928837697,445,658,624.5913978494624,556.1256525110825,-3.266000219159557,14.371310640863214,496,665,632.5698924731183,326.081762098221,-3.0200728606092344,13.69890316748323,661,920,857.1505376344086,542.2270449205412,-2.8910694922109546,15.730756972549248,478,659,612.0451612903225,275.23154276190144,-2.806488851734146,15.895549495966602,11.0,6030_4_1
307,333,325.3698924731183,17.86518513374307,-1.5664059524915763,2.6656366971318883,446,521,501.0860215053763,141.62660740534972,-1.9167104185565964,3.575605095523713,580,761,709.8537634408602,803.8967834531292,-1.9635242946359275,3.4954454189995907,423,625,581.8172043010753,1120.2291977730708,-1.9588071723955203,3.4756375124747736,398,673,608.4612903225807,1725.9710510781624,-2.0069296814579403,3.8138284823515827,471,690,624.5623655913978,718.8642441288471,-2.2941913978374058,6.269047779736248,649,1023,852.7741935483871,1080.401055592208,-1.4939340642966286,8.168860699070486,483,740,608.8677419354839,595.839324282093,-1.157087828125244,6.627927191133862,12.0,6030_4_1
310,335,327.994623655914,9.510197113325695,-1.331066355155912,3.743626335876905,459,559,508.9612903225806,69.37417271433036,-1.3456336828472373,7.2921015009598396,607,833,726.5333333333333,445.4676713311805,-1.2381880694849503,5.683502424776156,463,669,598.1397849462365,599.7802238503651,-1.123962213687161,4.0229171353835405,477,741,628.5537634408602,769.5993668761646,-1.0096290800273917,4.280979498019465,486,745,636.7537634408602,702.4312290936027,-0.7860908955744684,4.570308513295024,664,1025,865.0860215053764,1198.8558861997521,-0.43912137694392017,4.566480217514781,464,743,618.0301075268817,546.3823003113532,-0.27644165608537186,4.869384894581073,13.0,6030_4_1
