b1_min,b1_max,b1_mean,b1_variance,b1_skewness,b1_kurtosis,b2_min,b2_max,b2_mean,b2_variance,b2_skewness,b2_kurtosis,b3_min,b3_max,b3_mean,b3_variance,b3_skewness,b3_kurtosis,b4_min,b4_max,b4_mean,b4_variance,b4_skewness,b4_kurtosis,b5_min,b5_max,b5_mean,b5_variance,b5_skewness,b5_kurtosis,b6_min,b6_max,b6_mean,b6_variance,b6_skewness,b6_kurtosis,b7_min,b7_max,b7_mean,b7_variance,b7_skewness,b7_kurtosis,b8_min,b8_max,b8_mean,b8_variance,b8_skewness,b8_kurtosis,segment_id,image_id
309,352,333.7505376344086,73.09378334895887,-0.9195591790111632,0.17305391621297472,447,569,523.4612903225807,717.8440327789159,-1.1711603132104809,0.30354904593624976,582,856,749.8709677419355,3721.6905448105836,-1.1577933889244376,0.2925885299109181,431,726,611.8505376344086,4503.462028774147,-1.201935763623771,0.344563604324827,412,764,636.8967741935484,6539.06791208028,-1.3114506216491046,0.525949376242191,457,771,653.8118279569892,4034.426340034955,-1.181157150910949,0.6283923330697974,630,1044,899.2935483870967,5047.733973401854,-1.1381900393597846,1.5112639147413836,447,743,641.7978494623655,2621.085033045129,-1.2258600006189833,1.7479960353778328,1.0,6030_1_1
314,351,337.14193548387095,47.67197472134448,-0.9729136151761477,0.850910343771698,453,567,532.2440860215054,390.3354063219788,-1.359317394215551,2.076271847568532,605,842,772.1483870967742,1934.2040070835794,-1.5152903260203812,2.6041831663409223,452,716,638.7053763440861,2352.171445767793,-1.7129615133099403,3.207522138802414,441,749,668.0397849462365,3250.89292568029,-2.020515426935164,4.354417243063848,452,752,680.0225806451613,1976.2976596409599,-2.1122825605625213,5.970202185822064,602,1020,926.8344086021506,2496.355757723069,-2.5720249368974986,10.562455193082771,418,730,661.1182795698925,1345.1872865955993,-2.643466997774149,11.092734177946552,2.0,6030_1_1
317,344,335.2215053763441,17.559063393404863,-1.6284464316509326,3.7258217154835727,462,546,526.5548387096774,137.3086148824612,-2.3365632042669002,6.754867443055108,608,802,760.8505376344086,776.4867865782377,-2.377992332063092,6.718790184830466,450,673,629.8677419354839,1068.969571860134,-2.455157663393502,6.992944578128666,435,705,658.9645161290323,1519.4185457828398,-2.7110754816387845,8.464436307702695,510,705,668.3688172043011,696.1490804078845,-2.5825260883097725,8.181040387320303,715,971,906.9580645161291,763.6893051842078,-3.1235556710182157,13.910522760165332,508,700,646.047311827957,458.32283991342297,-3.185820443883614,13.803482228405787,3.0,6030_1_1
323,342,334.7010752688172,6.0827760223155884,-0.5783116092579986,1.613583153455477,492,538,524.9129032258064,31.780350012153207,-0.9993092621910732,3.3116606426015895,673,786,759.9612903225807,165.2880586131463,-1.675706469399715,7.409487082571644,530,664,633.4763440860215,231.99136659837725,-1.8449933230044282,8.26196653718047,529,695,663.7516129032258,277.8101427132887,-2.3050308619651805,11.693793634445703,571,698,668.6010752688172,172.18191488130373,-1.8900447121557076,9.657760979181354,784,953,901.5645161290323,242.85535956109587,-2.2273740361961027,12.642407197319478,546,681,642.4602150537635,112.71370070720047,-2.8610991347322514,19.15538288841655,4.0,6030_1_1
320,343,334.6763440860215,9.898363369098464,-0.7558933912537875,1.5857411857943537,482,543,524.9172043010752,59.527044920541215,-1.5644479804618163,4.565886954300481,657,796,761.4086021505376,305.12888178987697,-1.8774997850871165,6.774395246727776,516,668,634.2344086021506,354.1861129437365,-2.157574201308123,8.508182309625584,514,705,665.0645161290323,429.0442723705684,-2.48122379275417,10.626918411922706,548,704,670.3935483870968,248.40038890239242,-2.414641536551355,11.926416787835054,737,940,906.2322580645161,283.2075697072815,-2.874058368597764,18.94776706514162,535,669,646.2161290322581,136.06195701239625,-3.570156095919157,26.395982130938357,5.0,6030_1_1
312,342,332.6795698924731,21.31379098811301,-1.6554008469504689,3.794409224968444,453,537,519.1978494623656,168.0253990300589,-2.2949508253688737,6.421565320220186,595,792,747.3870967741935,1027.735893607417,-2.3778581097924407,6.431038502171505,435,666,618.6537634408602,1348.5796682755188,-2.4985055750834206,6.887770903551225,435,696,648.3978494623656,1882.2635045198328,-2.6805482264110845,7.759417646856917,454,703,654.4881720430108,1529.1844670532544,-2.769076518057259,8.104149040992924,597,958,888.2494623655914,2352.6136972348577,-2.9946038474711774,9.677287438620716,425,696,634.6172043010753,1302.292491637441,-3.015076507997847,9.78337394882843,6.0,6030_1_1
307,344,327.4258064516129,29.83356366540505,-0.5990335855695187,0.43292005093364105,441,541,502.758064516129,264.24172714330365,-0.8238888405833916,0.46754863952214176,558,804,709.3903225806451,1453.626816903365,-0.891373609229132,0.4205472503176866,423,671,580.4,1883.7106566200212,-0.9814303493932384,0.7416819210761036,408,716,606.2333333333333,2776.3663796196624,-1.3303014383894904,1.7320178100220192,414,707,619.8881720430107,2097.0962000995405,-1.3157243616520942,1.7866586251274592,537,986,850.5881720430108,4695.857125826128,-1.536570035087105,2.311061800396332,371,691,611.5462365591397,3016.3493130548513,-1.5659223739057226,1.9792936276039903,7.0,6030_1_1
310,346,332.08924731182793,24.744448302603104,-1.3617796693592794,2.3429788514307663,455,545,518.1537634408602,232.4208954014607,-1.7823343034934787,3.051681395715181,602,796,743.4806451612903,1322.1487100246536,-1.831239217298292,3.0910928095936603,437,675,614.0569892473118,1724.6609037350834,-1.9492636844289157,3.699415156484732,430,707,643.2881720430107,2531.7618621016936,-1.9892140864170729,3.7040266925509187,467,706,653.3301075268818,1892.8327847031726,-1.984112187596353,3.677405070307409,619,976,890.4086021505376,3114.2634350729772,-2.1427971171407854,4.8867663045363035,432,718,635.9,1822.083638320775,-2.104485266597268,4.560850370902668,8.0,6030_1_1
311,345,333.09139784946234,65.3081067629663,-1.2751931150157958,0.33999235910598324,452,548,519.9301075268817,616.0543132284685,-1.4394022428659168,0.6509745033537913,585,808,747.5354838709677,3630.1865759227753,-1.4467028912725048,0.5932939792294625,440,681,618.6182795698925,4848.064035788279,-1.4681693379590053,0.6186044617053144,423,717,645.5956989247312,7164.393953493756,-1.5282717210414445,0.7995656362505397,458,721,660.0698924731183,3865.3438718937,-1.4834449170394106,0.8441687689831308,643,962,905.6021505376344,3475.8415454240308,-2.0761236416350486,4.098485990582243,433,689,645.2290322580645,1773.6622347998195,-2.351353991105908,5.58528030448829,9.0,6030_1_1
311,343,334.35376344086023,34.31066935194509,-2.0245659210598177,3.6338925924921117,454,547,525.358064516129,362.6671308031529,-2.306113880864702,4.277128631152713,592,810,757.494623655914,1892.8379689109574,-2.350865342478662,4.4057950907770564,441,686,625.7258064516129,2182.24228271815,-2.4631966703111594,4.9962552010480765,430,719,655.4806451612903,3224.0776658911764,-2.516880735020118,5.27882941379144,497,716,667.4376344086022,1477.5531569383197,-2.5403504061150466,5.582464387629146,706,965,913.2451612903226,1274.346720372235,-2.9443010188781287,9.191219614812235,501,700,654.5795698924732,697.0081935715359,-2.876271678643344,9.241941232826736,10.0,6030_1_1
